Rajiv Shukla,Jayant Sinha,Jai Bhagwan Upkar,Thangamani,Bhagirathi Sethi,,,,,,Haji Yakub Qureshi,Santosh Rana,A. Raja,Udayanraje Bhosale,Ram Vilas Paswan,Virsa Singh Valtoha,Vinayak Raut,Akhilesh Yadav,Yanamala Ramakrishnudu,Aroop Biswas,Koppula Eswar,Kurasala Kannababu,,,,,,,,,,RAJIV RANJAN SINGH ALIAS LALAN SINGH,,,,,,,,,,,,,,
Pramod Tiwari,Ram Madhav,AAP,Sreenivasan,Padmanav Behera,,,,,,Ashok Kumar Tripathi,Thammineni Veerabhadram,Duraimurugan,Praful Patel,Anil Kumar Yadav,Dyal Singh Kolianwali,Priyanka Chaturvedi,Mulayam Singh Yadav,Kala Venkata Rao,Derek O'Brien,Balka Suman,Alla Rama Krishna Reddy,,,,,,,,,,KAUSHLENDRA KUMAR,,,,,,,,,,,,,,
Nagma,Raghavendra Rathore,Aam Aadmi Party,AIADMK,Jyoti Prakash Panigrahi,,,,,,Ramesh Gautam,P. V. Kathiravan,R. Lakshmanan,Ganesh Naik,Muneshwar Choudhary,Darbara Singh Guru,,Samajwadi Party,Ayyanna Patrudu,Suvendu Adhikari,T. Harish Rao,Mopidevi Venkataramana Rao,,,,,,,,,,DR.GOPAL PRASAD SINHA,,,,,,,,,,,,,,
Priya Dutt,Jual Oram,Anjali Damania,All India Anna Dravida Munnetra Kazhagam,Susant Singh,,,,,,Chandrapal Singh,Anubrata Mondal,Alagiri,Chhagan Bhujbal,Maheshwar Prasad Yadav,Pawan Kumar Tinu,,Ram Gopal Yadav,Devineni Uma Maheswara Rao,Sovandeb Chattopadhyay,N. Uttam Kumar Reddy,N. Amaranatha Reddy,,,,,,,,,,RANJAN PRASAD YADAV,,,,,,,,,,,,,,
Kirti Azad,Harsh Vardhan,Ashok Tanwar,,Arun Kumar Sahoo,,,,,,Uma Shankar Singh,N. K. Premachandran,,Nawab Malik,Sarfraz Alam,Jagmeet Singh Brar,,Azam Khan,Somireddy Chandramohan Reddy,Madan Mitra,Ponguleti Srinivas Reddy,S. Umda,,,,,,,,,,MEENA SINGH,,,,,,,,,,,,,,
Gurudas Kamat,Pankaja Munde,Medha Patkar,,Pranab Balabantaray,,,,,,Lalji Verma,N. K. S. Ganesan,,Fauzia Khan,Faisal Rahman,Rattan Singh Ajnala,,Dimple Yadav,Palle Raghunatha Reddy,Sudip Bandyopadhyay,G. Vivekananda,S. R. Vijaya Kumar,,,,,,,,,,SHYAM LAL SINGH KUSHWAHA,,,,,,,,,,,,,,
INC,Nand Kumar Singh Chauhan,Yogendra Yadav,,Pratap Keshari Deb,,,,,,Dharam Pal Singh,Veena George,,Dilip Walse Patil,Abu Dojana,Inderbir Singh Bolaria,,Shivpal Singh Yadav,Kodela Siva Prasada Rao,Saugata Roy,Gongidi Sunitha,M. A. Wahab,,,,,,,,,,KARRA PARASU RAMAIAH,,,,,,,,,,,,,,
Congress,Anil Jain,,,Raghunath Mohanty,,,,,,Brijesh Pathak,P. Rajeev,,Ajit Pawar,Bulo Mandal,Harpreet Singh,,Jaya Bachchan,Sidda Raghava Rao,Kakoli Ghosh Dastidar,Challa Dharma Reddy,Samineni Udaya Bhanu,,,,,,,,,,MAHABALI SINGH,,,,,,,,,,,,,,
Jignesh Mewani,Kirron Kher,,,Badri Narayan Patra,,,,,,Mukhtar Ansari,V. Sivankutty,,Hasan Mushrif,Suresh Chanchal,N.K. Sharma,,Naresh Agrawal,Bandaru Satyanarayana Murthy,Mahua Moitra,Gadari Kishore,Ambati Rambabu,,,,,,,,,,ANIL KUMAR SHARMA,,,,,,,,,,,,,,
Hardik Patel,Rajyavardhan Singh Rathore,,,Puspendra Singh Deo,,,,,,Girish Chandra,R. Ashok Kumar,,Gulabrao Deokar,Arun Kumar Yadav,Ranjit Singh Talwandi,,Dharmendra Yadav,Prathipati Pulla Rao,Nusrat Jahan,Kova Lakshmi,Kakani Govardhan Reddy,,,,,,,,,,BAGI KUMAR VERMA,,,,,,,,,,,,,,
Alpesh Thakor,Shrikant Sharma,,,Rajanikanta Singh,,,,,,Suresh Bansal,K. Rajendran,,Sachin Ahir,Binod Kushwaha,Sharanjit Singh Dhillon,,Azam Khan,K. Atchannaidu,Mimi Chakraborty,Kalvakuntla Kavitha,Ambati Rambabu,,,,,,,,,,JITAN RAM MANJHI,,,,,,,,,,,,,,
Navjot Singh Sidhu,Pragya Singh Thakur,,,Sambit Routray,,,,,,Manoj Kumar Paras,S. Balasubramanian,,Bhaskar Jadhav,Lalit Yadav,Virk Simarjeet Singh,,Kamlesh Pathak,Nakka Anand Babu,Satabdi Roy,Konda Surekha,P. Subhash Chandra Bose,,,,,,,,,,KAUSHAL YADAV,,,,,,,,,,,,,,
Navjot Kaur,Sambit Patra,,,Pranab Prakash Das,,,,,,Anil Kumar Singh,Binoy Kodiyeri,,Nawab Malik,Mohd. Sarfuddin,Veer Singh Lopoke,,Abu Azmi,Paritala Sunitha,Moon Moon Sen,B. N. Reddy,Perla S. N. Reddy,,,,,,,,,,UDAY NARAIN CHOUDHARY,,,,,,,,,,,,,,
Sidhu,Nupur Sharma,,,Bikram Keshari Arukh,,,,,,Vinay Shankar Tiwari,B. K. Hariprasad,,Rajesh Tope,Manoj Manzil,Pargat Singh,,Ravi Prakash Verma,Ganta Srinivasa Rao,Chandrima Bhattacharya,Talasani Srinivas Yadav,Merugu Nagarjuna,,,,,,,,,,SURINDER BHARDWAJ,,,,,,,,,,,,,,
Ahmed Patel (Late),Meenakshi Lekhi,,,Debi Prasad Mishra,,,,,,S. S. Pasi,R. Selvam,,Hasan Mushrif,Sheo Chandra Ram,Didar Singh Bhatti,,Amar Singh,Ravela Kishore Babu,Aroop Biswas,T. Padma Rao Goud,Chevireddy Bhaskar Reddy,,,,,,,,,,RAJESH KUMAR MAHANT,,,,,,,,,,,,,,
Jairam Ramesh,Saroj Pandey,,,Snehangini Chhuria,,,,,,Ramji Gautam,S. Thirunavukkarasar,,Bhaskar Jadhav,Raghubansh Prasad Singh,Gulzar Singh Ranike,,Jaya Prada,Bhuma Akhila Priya,Smita Bakshi,Challa Dharma Reddy,Katamreddy Vishnuvardhan Reddy,,,,,,,,,,SHRIKANT SHAH,,,,,,,,,,,,,,
Oommen Chandy,Alphons Kannanthanam,,,Niranjan Pujari,,,,,,Hafiz Anwar-ul-Haq,R. Nallakannu,,Sunil Tatkare,Tejashwi,Dyal Singh Kolianwali,,Mohd Azam Khan,Kalava Srinivasulu,Partha Chatterjee,Gongidi Sunitha,Kanna Babu,,,,,,,,,,VIJAYBHAI NATHUBHAI BHOYA,,,,,,,,,,,,,,
K.C. Venugopal,Bandaru Dattatreya,,,Prafulla Samal,,,,,,Bhishma Shankar,C. Mahendran,,Anil Deshmukh,Akhtarul Iman,Bikram Singh Majithia,,Abu Asim Azmi,P. Narayana,Chandrima Bhattacharya,Gadari Kishore,K. R. Raja,,,,,,,,,,GOVINDJI OKHAJI THAKOR,,,,,,,,,,,,,,
Mukul Wasnik,Gajendra Singh Shekhawat,,,Sanjay Kumar Das Burma,,,,,,Santosh Kumar Gangwar,T. K. Rangarajan,,Dilip Walse Patil,Surendra Prasad Yadav,Sikander Singh Maluka,,Sanjay Dutt,Kimidi Mrunalini,Tapas Roy,Kova Lakshmi,Shankar Narayana,,,,,,,,,,DUTT AAKASH - ADVOCATE,,,,,,,,,,,,,,
Manish Tewari,Manoj Sinha,,,Ashok Chandra Panda,,,,,,Hargovind Bhargava,R. S. Bharathi,,Sunil Tatkare,Chandrika Rai,Avtar Singh Hit,,Sanjay Seth,Chinarajappa Kinjarapu,Saugata Roy,Kalvakuntla Kavitha,K. Parthasarathi,,,,,,,,,,CHAVADA MANUBHAI PARSHOTTMBHAI,,,,,,,,,,,,,,
Siddaramaiah,K.J. Alphons,,,BJD,,,,,,S. S. Pasi,M. Selvarasu,,Dilip Walse Patil,Rashtriya Janata Dal,Harpreet Singh,,Brij Bhushan Singh,P. Ashok Gajapathi Raju,Arup Biswas,Konda Surekha,Bhumana Karunakar Reddy,,,,,,,,,,SHAIKH MAJITMIYA JIVAMIYA,,,,,,,,,,,,,,
Sharmistha Mukherjee,Satyapal Singh,,,Biju Janata Dal,,,,,,R. S. Kushwaha,N. Nanmaran,,Hasan Mushrif,RJD,Ranjit Singh Talwandi,,Raj Babbar,Adireddy Bhavani,Bratya Basu,B. N. Reddy,B. Madhusudhan Reddy,,,,,,,,,,RAMSINGBHAI NANJIBHAI KALARA,,,,,,,,,,,,,,
Abhishek Manu Singhvi,Mahesh Sharma,,,Patnaik,,,,,,Dharam Pal Singh,A. Soundararajan,,Anil Deshmukh,RJD chief,Surjit Singh Rakhra,,Mohd Azam Khan,Vangalapudi Anitha,Jyotipriyo Mullick,Vinay Bhaskar Rao,Jogi Ramesh,,,,,,,,,,JADAV AMBALAL KANABHAI,,,,,,,,,,,,,,
"Jyotiraditya Scindia (formerly with Congress, switched to BJP in 2020)",Nishikant Dubey,,,,,,,,,Vinod Kumar Jaiswal,M. Arumugham,,Jitendra Awhad,Tej Pratap,Sarwan Singh Phillaur,,Aruna Kumari,Pydikondala Manikyala Rao,Rajib Banerjee,Dasyam Vinay Bhaskar,Karumuri Venkata Nageswara Rao,,,,,,,,,,VASAVA PRAFULBHAI DEVJIBHAI,,,,,,,,,,,,,,
"Jitin Prasada (formerly with Congress, switched to BJP in 2021)",Ram Kripal Yadav,,,,,,,,,Brajesh Pathak,V. C. Ponnaiyan,,Ganesh Naik,Anwarul Haque,Inderbir Singh Bolaria,,Rakesh Sachan,Pawan Kalyan,Debasish Kumar,Joginipally Santosh Kumar,Nallapareddy Prasanna Kumar Reddy,,,,,,,,,,ANILKUMAR CHHITUBHAI BHAGAT,,,,,,,,,,,,,,
K.V. Thomas,Anil Baluni,,,,,,,,,Sunil Kumar Chittauri,R. P. Marutharajaa,,Sachin Ahir,Tejaswi Yadav,Badal,,Ravidas Mehrotra,J. C. Diwakar Reddy,Firhad Hakim,Nomula Narsimhaiah,N. Rajendra Prasad,,,,,,,,,,JAGATSINH LALJIBHAI VASAVA,,,,,,,,,,,,,,
V. Narayanasamy,Manohar Lal Khattar,,,,,,,,,Sunil Kumar Chittauri,A. Tamilarasi,,Sanjay Dina Patil,Tejaswi,Sukhbir,,Brijlal Khabari,T. G. Venkatesh,Indranil Sen,Kanaka Reddy,N. Rajendraprasad,,,,,,,,,,VASAVA KISHORBHAI CHHOTUBHAI,,,,,,,,,,,,,,
Gaurav Gogoi,Pema Khandu,,,,,,,,,Lalji Verma,A. Nallathambi,,Sharad Ranpise,,Harcharan,,Hariom Yadav,Karanam Balaram Krishna Murthy,Sovan Chatterjee,Pocharam Srinivas Reddy,N. Roja,,,,,,,,,,PATEL BHUPENDRAKUMAR DHIRUBHAI,,,,,,,,,,,,,,
K.H. Muniyappa,Amarinder Singh,,,,,,,,,Ashok Kumar Tripathi,P. Shanmugam,,Fauzia Khan,,Bibi,,Rakesh Verma,R. Sujayakrishna Ranga Rao,Shashi Panja,Sunke Ravishankar,P. Subhash Chandra Bose,,,,,,,,,,PATEL SHAILESHBHAI GANDABHAI,,,,,,,,,,,,,,
Adhir Ranjan Chowdhury,Trivendra Singh Rawat,,,,,,,,,Virendra Singh,R. Rajangam,,R. R. Patil,,Dhindsa,,Brijendra Singh Yadav,Rammohan Naidu Kinjarapu,Shashi Tharoor,Arekapudi Gandhi,K. Parthasarathi,,,,,,,,,,NIRMALA,,,,,,,,,,,,,,
Gogoi Tarun,Jai Ram Thakur,,,,,,,,,Suneeta Chauhan,M. E. Selvam,,,,Shiromani Akali Dal,,Abhishek Mishra,Butchaiah Chowdary Kandru,Suvendu Adhikari,Errabelli Dayakar Rao,Perla S. N. Reddy,,,,,,,,,,RAJVARDHAN AZAD,,,,,,,,,,,,,,
Bhupesh Baghel,Raghubar Das,,,,,,,,,Prakash Ambedkar,C. N. Annadurai,,,,Shiromani,,Arvind Singh Yadav,Konakalla Narayana Rao,Sudip Bandyopadhyay,Gangula Kamalakar,Perni Venkataramaiah,,,,,,,,,,MAHESH SINGH YADAV,,,,,,,,,,,,,,
Rajeev Satav (Late),BJP,,,,,,,,,Rajesh Verma,R. S. Udayakumar,,,,Akali Dal,,Surendra Singh Nagar,Ganti Harish Madhur,Mahua Moitra,N. Diwakar Rao,Pinnelli Ramakrishna Reddy,,,,,,,,,,KRISHNA SINGH,,,,,,,,,,,,,,
R.P.N. Singh,Bharatiya Janata Party,,,,,,,,,Jaiveer Singh,R. Masilamani,,,,,,Beni Prasad Verma,Maganti Murali Mohan,Nusrat Jahan,Madhusudhanachari,Samineni Udaya Bhanu,,,,,,,,,,JALESHWAR MAHATO,,,,,,,,,,,,,,
"Abhay Chautala (formerly with Congress, switched to INLD)",Modi,,,,,,,,,Shyam Lal Chauhan,K. Balabharathi,,,,,,Rakesh Verma,N. Sivaprasad,Mimi Chakraborty,Marri Janardhan Reddy,S. R. Vijayakumar,,,,,,,,,,JORAWAR RAM,,,,,,,,,,,,,,
D.K. Shivakumar,Bandi Sanjay,,,,,,,,,Munnilal,G. Palanivel,,,,,,Ram Baran Yadav,Mekapati Rajamohan Reddy,Moon Moon Sen,Nallala Odelu,S. Raghurami Reddy,,,,,,,,,,KANABUR SADASHIV SIDAMALLAPPA,,,,,,,,,,,,,,
Sushilkumar Shinde,Dushyant Singh,,,,,,,,,Mukesh Dixit,R. Mutharasan,,,,,,Sharda Pratap Shukla,Naramalli Sivaprasad,Kakoli Ghosh Dastidar,Niranjan Reddy,S. Ramakrishna Reddy,,,,,,,,,,B. DHARMAPPA,,,,,,,,,,,,,,
Anurag Thakur,Anshul Verma,,,,,,,,,R.S. Kushwaha,K. Subbarayan,,,,,,Rakesh Verma,Kesineni Srinivas,Subrata Bakshi,Palla Rajeshwar Reddy,Singireddy Niranjan Reddy,,,,,,,,,,M.KUMBAIAH,,,,,,,,,,,,,,
Anurag Singh Thakur,C.R. Patil,,,,,,,,,Brajesh Pathak,S. Ambeth Rajan,,,,,,Sushila Saroj,Avanthi Srinivas,Sovandeb Chattopadhyay,Patlolla Sabitha Indra Reddy,T. Gurumurthy Reddy,,,,,,,,,,S P MAHADEVAPPA,,,,,,,,,,,,,,
N. Raghuveera Reddy,Rajiv Pratap Rudy,,,,,,,,,Ravindra Nath Tripathi,B. Balabharathi,,,,,,Sushil Kumar Yadav,J.C. Prabhakar Reddy,Aroop Biswas,K. Eshwar,Talari Aditya,,,,,,,,,,SYED MEHABOOB,,,,,,,,,,,,,,
Harsha Moily,R.K. Singh,,,,,,,,,BSP,M. Manickam Tagore,,,,,,Usha Verma,Ganta Srinivasa Rao,Firhad Hakim,Tummala Nageswara Rao,V. Srinivas Reddy,,,,,,,,,,REDDY G K C,,,,,,,,,,,,,,
Karan Singh,Prahlad Singh Patel,,,,,,,,,Bahujan Samaj Party,T. N. Prathapan,,,,,,Veer Pal Singh Yadav,Bandaru Dattatreya,Partha Chatterjee,Talasani Srinivas Yadav,Y. S. Avinash Reddy,,,,,,,,,,HAJI MOIDEEN SHAH,,,,,,,,,,,,,,
P.C. Chacko,Renuka Singh Saruta,,,,,,,,,Praveen Kumar,K. Subbarayan,,,,,,Vishambhar Prasad Nishad,Chintamaneni Prabhakar,Suvendu Adhikari,C. Laxma Reddy,Y. S. Jagan Mohan Reddy,,,,,,,,,,DENSIL MENDEZ,,,,,,,,,,,,,,
Sheila Dikshit (Late),Jaskaur Meena,,,,,,,,,,S. Venkatesan,,,,,,Yashvir Singh,Gorantla Butchaiah Chowdary,Mamata,C. Madan Reddy,Y. V. Subba Reddy,,,,,,,,,,ADV.M. R.SARIN,,,,,,,,,,,,,,
Kumari Selja,Rattan Lal Kataria,,,,,,,,,,C. N. Jayadevan,,,,,,Zafar Ali Naqvi,Maganti Venkateswara Rao,Didi,E. Dayakar Rao,M. M. Pallam Raju,,,,,,,,,,BHERUSINGH DAMOR,,,,,,,,,,,,,,
"Sanjay Singh (Formerly with Congress, joined AAP)",V.K. Singh,,,,,,,,,,T. N. Seema,,,,,,Abu Farhan Azmi,Maganti Babu,,E. Rajender,Jagan,,,,,,,,,,SHAHID SHARIF,,,,,,,,,,,,,,
Hardik Patel (Formerly associated with the Congress),D.V. Sadananda Gowda,,,,,,,,,,P. Karunakaran,,,,,,Abhay Awasthi,Sidda Raghava Rao,,Pocharam Srinivas Reddy,V. Pratap Reddy,,,,,,,,,,WANKHEDE SUBHASH NAGORAO,,,,,,,,,,,,,,
Rajinder Kaur Bhattal,Renuka Butta,,,,,,,,,,C. Divakaran,,,,,,Alambadi Ansari,Nandamuri Balakrishna,,Naini Narasimha Reddy,K. Gurunath Reddy,,,,,,,,,,BARNE SHRIRANG CHIMAJI,,,,,,,,,,,,,,
Deepender Singh Hooda,G. Kishan Reddy,,,,,,,,,,V. K. Sreekandan,,,,,,Anara Patel,Nandamuri Harikrishna,,V. Srinivas Goud,Alla Nani,,,,,,,,,,LAMMINLIEN @ LIEN GANGTE,,,,,,,,,,,,,,
Pawan Kumar Bansal,Bhanu Pratap Singh Verma,,,,,,,,,,K. Suresh Kurup,,,,,,Amar Singh,Payyavula Keshav,,Telangana Rashtra Samithi,YSRCP,,,,,,,,,,S. CHITRAKALA,,,,,,,,,,,,,,
Mukul Sangma,Ajay Nishad,,,,,,,,,,C. N. Balakrishnan,,,,,,Anand Bhadauria,Sriram Rajagopal,,K. Chandrasekhar Rao,YSR Congress Party,,,,,,,,,,AKSHAYBAR NATH MISHRA,,,,,,,,,,,,,,
Kodikunnil Suresh,Subhash Chandra Baheria,,,,,,,,,,K. K. Ragesh,,,,,,Samajwadi Party,Challa Ramakrishna Reddy,,K Chandrashekar Rao,YSR,,,,,,,,,,BHANJI BHAI,,,,,,,,,,,,,,
"Shatrughan Sinha (formerly with BJP, joined Congress)",Pankaj Choudhary,,,,,,,,,,A. K. Saseendran,,,,,,Akhilesh,Nakka Anand Babu,,,G. Srikanth Reddy,,,,,,,,,,K. MANI,,,,,,,,,,,,,,
Renuka Chowdhury,Kamakhya Prasad Tasa,,,,,,,,,,R. Selvaraj,,,,,,Mulayam,Dokka Manikya Varaprasad,,,R. K. Roja,,,,,,,,,,SUNITA,,,,,,,,,,,,,,
Ghulam Ahmed Mir,Parvesh Sahib Singh Verma,,,,,,,,,,M. P. Rajeev,,,,,,Mulayam Singh,Palle Raghunatha Reddy,,,Rajesh Reddy,,,,,,,,,,LALIT CHAUHAN,,,,,,,,,,,,,,
Arjun Modhwadia,Pratap Sarangi,,,,,,,,,,P. K. Biju,,,,,,Aparna Yadav,Rajendra Prasad Singh,,,,,,,,,,,,,RAMESH,,,,,,,,,,,,,,
Pradeep Bhattacharya,Ramdas Athawale,,,,,,,,,,A. Sampath,,,,,,,Ravela Kishore Babu,,,,,,,,,,,,,PITAM SINGH,,,,,,,,,,,,,,
Sunil Jakhar,Udayanraje Bhosale,,,,,,,,,,S. K. Kharventhan,,,,,,,Beeda Masthan Rao,,,,,,,,,,,,,BAL KRISHNA,,,,,,,,,,,,,,
Nirmal Khatri,Poonam Mahajan,,,,,,,,,,P. Viswanathan,,,,,,,Mekapati Rajamohan Reddy,,,,,,,,,,,,,GOPI RAMAN,,,,,,,,,,,,,,
H.K. Patil,Satyapal Singh Baghel,,,,,,,,,,V. Sreenivasan,,,,,,,Bonda Uma Maheswara Rao,,,,,,,,,,,,,PAPPU YADAV,,,,,,,,,,,,,,
K. Raju,Pragya Thakur,,,,,,,,,,K. Suresh Kurup,,,,,,,Kalava Srinivasulu,,,,,,,,,,,,,RAMPRATAP,,,,,,,,,,,,,,
Sudhir Sharma,Ashok Gasti,,,,,,,,,,A. Sampath,,,,,,,Rama Naidu Yanamala,,,,,,,,,,,,,VED PRAKASH MALL,,,,,,,,,,,,,,
Vilasrao Deshmukh (Late),Basanagouda Patil Yatnal,,,,,,,,,,V. S. Achuthanandan,,,,,,,Kimidi Mrunalini,,,,,,,,,,,,,DR SANJAY KR. SINGH,,,,,,,,,,,,,,
"Sanjay Singh (formerly with Congress, joined AAP)",Rajendra Agrawal,,,,,,,,,,B. Mehtab,,,,,,,Panchakarla Ramesh Babu,,,,,,,,,,,,,RAJESH,,,,,,,,,,,,,,
Tharoor Sasi,Harmeet Singh Pental,,,,,,,,,,R. K. Choudhary,,,,,,,Prathipati Pulla Rao,,,,,,,,,,,,,DR. HARIDWAR SINGH YADAV,,,,,,,,,,,,,,
Bhakta Charan Das,Rameswar Teli,,,,,,,,,,P. Venugopal,,,,,,,Ravindra Kumar Kanakamedala,,,,,,,,,,,,,TEJ BAHADUR YADAV ADVOCATE,,,,,,,,,,,,,,
Nagma (former actress and Congress candidate),Rameshwar Teli,,,,,,,,,,P. Mohan,,,,,,,Nara Lokesh,,,,,,,,,,,,,NURUL ISLAM,,,,,,,,,,,,,,
"Bhagwant Mann (formerly with Congress, joined AAP)",Harish Dwivedi,,,,,,,,,,V. Arun Kumar,,,,,,,Challa Ramakrishna Reddy,,,,,,,,,,,,,JDU,,,,,,,,,,,,,,
"Navjot Singh Sidhu (formerly with BJP, joined Congress)",Shivkumar Udasi,,,,,,,,,,A. Chellakumar,,,,,,,Karanam Balaram Krishna Murthy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhanwar Jitendra Singh,Tejasvi Surya,,,,,,,,,,M. Krishna Swamy,,,,,,,Lanka Dinakar,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anugrah Narayan Singh (Late),Pralhad Joshi,,,,,,,,,,S. Gurumurthy,,,,,,,M. Ramesh,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhishek Singhvi,G.K. Reddy,,,,,,,,,,C. K. Subramaniam,,,,,,,R. Sujayakrishna Ranga Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahnawaz Hussain,Jai Prakash Nishad,,,,,,,,,,S. Raja,,,,,,,Nallamilli Ramakrishna Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shazia Ilmi (formerly with Congress, joined BJP)",R.P. Singh,,,,,,,,,,K. C. Palanisamy,,,,,,,Kesineni Srinivas,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. C. Chacko,Bhupender Yadav,,,,,,,,,,Kanhaiya,,,,,,,Kesineni Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Sharma,Ramesh Bidhuri,,,,,,,,,,,,,,,,,Nandamuri Balakrishna,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srinivas BV,A. Narayanaswamy,,,,,,,,,,,,,,,,,Acham Naidu Kinjarapu,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vijay Bahuguna (formerly with Congress, joined BJP)",B.L. Santhosh,,,,,,,,,,,,,,,,,Nandamuri Harikrishna,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijender Singh,Kailash Vijayvargiya,,,,,,,,,,,,,,,,,Rama Naidu Yanamala,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balasaheb Thorat,Suresh Prabhu,,,,,,,,,,,,,,,,,Nakka Anand Babu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapil Sibal,Dr. Mahesh Sharma,,,,,,,,,,,,,,,,,Arimilli Radhakrishna,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanjay Nirupam,Mahendra Nath Pandey,,,,,,,,,,,,,,,,,Akhila Priya Bhuma,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinesh Gundu,V. Muraleedharan,,,,,,,,,,,,,,,,,Rajendra Prasad Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udit Raj,Prahlad Joshi,,,,,,,,,,,,,,,,,Ayyanna Patrudu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagadish Shettar,Ananth Kumar Hegde,,,,,,,,,,,,,,,,,Bandaru Dattatreya,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Fernandes,Hema Malini,,,,,,,,,,,,,,,,,Chalamalasetty Sunil,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nandan Nilekani,Darshana Vikram Jardosh,,,,,,,,,,,,,,,,,Dr. Kodela Siva Prasada Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhanwarlal,Dr. Subhash Ramrao Bhamre,,,,,,,,,,,,,,,,,Galla Aruna Kumari,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manikrao Thakre,Arjun Ram Meghwal,,,,,,,,,,,,,,,,,J.C. Diwakar Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,
G Parameshwara,Arvind Sharma,,,,,,,,,,,,,,,,,Kala Venkata Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mani Shankar Aiyar,Anupriya Patel,,,,,,,,,,,,,,,,,Kamineni Srinivas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaktisinh Gohil,Sadhvi Niranjan Jyoti,,,,,,,,,,,,,,,,,Maganti Murali Mohan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urmila Matondkar,Satya Pal Singh,,,,,,,,,,,,,,,,,Perni Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ponnala Lakshmaiah,Narayan Rane,,,,,,,,,,,,,,,,,Y.V. Subba Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elvis Gomes,Kiranmay Nanda,,,,,,,,,,,,,,,,,Y.S. Chowdary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Chavda,Dharmendra Kashyap,,,,,,,,,,,,,,,,,K. Rammohan Naidu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gundu Rao,Sudhanshu Trivedi,,,,,,,,,,,,,,,,,Beeda Masthan Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rizwan Arshad,Rajkumar Chahar,,,,,,,,,,,,,,,,,Ashok Gajapathi Raju Pusapati,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takam Sanjoy,Hina Bhat,,,,,,,,,,,,,,,,,Kanakamedala Ravindra Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashid Alvi,T. Raja Singh,,,,,,,,,,,,,,,,,Rammohan Naidu Kinjarapu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manish Doshi,Chetan Ram Patel,,,,,,,,,,,,,,,,,Bojjala Gopalakrishna Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPA,Srinivas Goud,,,,,,,,,,,,,,,,,Kesineni Srinivas,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Kiran Kumar Reddy,Sanjay Sharma,,,,,,,,,,,,,,,,,Ashok Gajapathi Raju,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priyanka,Vivek Sonkar,,,,,,,,,,,,,,,,,Ganta Srinivasa Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gandhi,Tapir Gao,,,,,,,,,,,,,,,,,K. Atchannaidu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digvijay Singh,Murlidhar Rao,,,,,,,,,,,,,,,,,K. Narayana,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tharoor,Chirag Paswan,,,,,,,,,,,,,,,,,P. Keshav,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pranab Mukherjee,Sudhanshu Mittal,,,,,,,,,,,,,,,,,JC Diwakar Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pranab,Lalji Tandon,,,,,,,,,,,,,,,,,Kodela Siva Prasada Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chidambaram,Vijay Bahuguna,,,,,,,,,,,,,,,,,Yanamala Ramakrishnudu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiela Dikshit,Satpal Singh Satti,,,,,,,,,,,,,,,,,NTR,,,,,,,,,,,,,,,,,,,,,,,,,,,
